0,1,2,3,4
-141.7543,-33.316790000000005,1.0,1.9420240000000002,1.628167
-141.935,-37.625029999999995,1.0,9.238389,0.6802918
-144.4592,-47.363279999999996,1.0,18.062160000000002,0.5868781999999999
-157.2137,-57.50265,1.0,26.2176,0.5270604
-160.1581,-74.48128,1.0,25.58212,-0.2959776
-144.6013,-70.67638000000001,1.0,26.29669,0.2245863
-135.8758,-68.27798,1.0,0.06537899,0.034226
-135.8558,-68.27991,1.0,0.0260041,0.0002194175
-135.8374,-68.28251999999999,1.0,0.02333864,0.01321277
-135.8414,-68.33971,1.0,1.304019,0.7994272
-135.9738,-71.24214,1.0,4.6062769999999995,-0.0276323
-135.687,-74.40769,1.0,3.884379,-0.0752928
-136.8711,-76.50421,1.0,0.9772761999999999,-0.7067140000000001
-134.447,-75.25475,1.0,8.240007,0.6399959
-125.2318,-76.205,1.0,16.851960000000002,0.2647215
-115.6587,-87.34227,1.0,24.21358,0.5660459
-110.1287,-107.1343,1.0,31.165840000000003,0.1967489
-121.0837,-128.9171,1.0,36.067190000000004,0.238377
-143.6455,-129.2596,1.0,25.9243,-1.106739
-142.0643,-115.1139,1.0,23.579929999999997,0.26427080000000003
-138.4576,-108.7113,1.0,0.02307075,-0.005478372
-138.4584,-108.7289,1.0,0.02443583,-0.01351856
-138.558,-108.6997,1.0,1.7890279999999998,1.0824850000000001
-143.1228,-108.4926,1.0,8.188125,-0.08447105
-145.69,-110.779,1.0,1.346416,0.6278706999999999
-144.387,-106.6847,1.0,10.21871,0.6335314999999999
-149.1249,-97.79601,1.0,18.00575,0.5180724
-161.0972,-97.27175,1.0,14.856,-0.1660222
-166.5731,-108.3311,1.0,24.16433,0.48561040000000005
-169.9702,-130.5032,1.0,36.0622,0.6038145
-163.2928,-158.0831,1.0,38.71983,-0.3956409
-166.4619,-183.1608,1.0,30.793020000000002,-0.46794440000000004
-167.5454,-208.8239,1.0,40.85908,-0.2031175
-165.8922,-236.7549,1.0,33.98182,-0.3488713
-152.1519,-250.8294,1.0,25.57839,0.2152404
-131.2942,-247.2446,1.0,32.08374,0.1818281
-123.1119,-231.1264,1.0,22.855829999999997,-0.01896381
-130.4664,-216.3369,1.0,21.92912,-0.1809818
-122.8304,-202.9637,1.0,18.29276,-0.1877074
-124.8873,-190.2265,1.0,15.848889999999999,-0.205008
-116.1924,-183.9769,1.0,19.60701,0.1610277
-110.6316,-194.1748,1.0,15.031789999999999,-0.25297420000000004
-110.0429,-204.7634,1.0,15.916739999999999,0.3591707
-108.8748,-219.5197,1.0,23.90789,0.27645929999999996
-106.6211,-239.9086,1.0,31.38048,0.5287437
-96.5937,-262.9668,1.0,37.0368,0.29956020000000005
-70.54885,-270.6594,1.0,39.42734,0.02651347
-52.38559,-249.6404,1.0,39.75594,-0.05626397
-48.81886,-218.5887,1.0,44.82734,0.36487670000000005
-30.68279,-188.6956,1.0,50.08865,0.2042864
-5.129019,-158.8646,1.0,55.82601999999999,0.396597
12.08445,-121.708,1.0,48.41917,-2.919746
10.31603,-104.5723,1.0,2.97306,-0.6258927
9.750712,-104.2384,1.0,0.1581422,-0.1580029
11.09928,-105.1261,1.0,5.411736,0.4025397
16.1409,-107.3118,1.0,8.381146000000001,-0.02873744
18.418329999999997,-106.9534,1.0,1.6877950000000002,0.5755385000000001
14.16796,-108.4128,1.0,10.33132,0.3141087
4.635498999999999,-112.0562,1.0,16.385479999999998,0.1450534
0.08149311,-100.70100000000001,1.0,21.62939,0.5215088999999999
-0.9476758,-82.61921,1.0,28.30198,0.5295774000000001
-5.313766,-59.66263000000001,1.0,35.01149,0.4865394
-6.185722,-31.31056,1.0,41.54589,0.223739
-6.329212999999999,1.786656,1.0,47.717009999999995,0.4429729
-10.27716,35.86053,1.0,38.88047,-1.86139
-22.82228,43.675129999999996,1.0,13.351989999999999,0.2033124
-33.55296,37.74538,1.0,20.55356,0.5233042
-51.35268,39.76978,1.0,27.8,0.5131975999999999
-74.53111,39.52069,1.0,34.74795,0.23388649999999997
-102.75299999999999,39.960879999999996,1.0,41.35328,0.2300042
-134.1637,39.55008,1.0,37.4176,-0.7103755999999999
-143.9336,25.81704,1.0,13.61082,-1.6931349999999998
-137.7477,24.29438,1.0,1.038478,-2.584936
-137.7518,24.23539,1.0,0.05758073,0.013202100000000001
-137.8551,24.24076,1.0,1.793407,0.8929541
-142.0999,24.50348,1.0,8.932811000000001,0.3399554
-149.3542,24.82394,1.0,7.334561999999999,-0.40680900000000003
-151.0218,25.35087,1.0,2.173032,0.28085479999999996
-147.7731,22.12592,1.0,10.363719999999999,0.2792834
-149.1956,12.28407,1.0,17.50455,0.2616046
-150.7716,-2.118753,1.0,23.46566,0.5078739999999999
-146.6531,-21.51359,1.0,30.067109999999996,0.479605
-149.0945,-45.1137,2.0,33.05806,-0.45617070000000004
-166.592,-60.434,2.0,29.995820000000002,-0.3984757
-158.8555,-72.90648,2.0,14.33753,-1.614411
-155.7275,-68.5266,2.0,0.04705407,0.03440077
-155.6877,-68.52795,2.0,0.03734532,-0.01994121
-155.94,-69.42831,2.0,4.308883,0.2205261
-156.4187,-73.13398000000001,2.0,4.891565,-0.04168597
-156.9378,-75.07771,2.0,1.6558439999999999,0.6977871999999999
-152.937,-72.81145,2.0,11.00949,0.6324907
-143.1846,-77.42389,2.0,19.26296,0.3078665
-129.7434,-82.79601,2.0,18.2319,-0.2644661
-117.927,-89.5066,2.0,24.12451,0.7666175000000001
-110.854,-109.4599,2.0,30.912290000000002,-0.03969222
-124.3373,-128.3207,2.0,32.84539,-0.0157562
-143.9724,-126.3151,2.0,21.6606,-1.0786120000000001
-139.8956,-112.4805,2.0,23.620160000000002,-0.20568920000000002
-145.8434,-101.7317,2.0,19.9968,0.44931459999999995
-159.7766,-105.4658,2.0,17.96487,-0.560286
-161.3835,-117.6495,2.0,16.96981,0.07720067
-164.8334,-131.7571,2.0,23.68952,0.5780529999999999
-165.2889,-152.1942,2.0,31.53443,0.5638346
-165.5034,-178.4045,2.0,38.96802,0.5146982
-165.9435,-209.8611,2.0,45.895509999999994,0.2245305
-163.0366,-242.8756,2.0,30.93635,-1.365608
-149.0338,-251.9075,2.0,25.56172,0.5681026
-128.5522,-248.1305,2.0,29.5665,-0.43507650000000003
-128.0823,-229.9447,2.0,27.80183,0.2469718
-125.9489,-205.8932,2.0,36.28965,0.5334755
-123.3526,-185.1775,2.0,12.528360000000001,-1.122309
-114.5501,-185.2903,2.0,15.765279999999999,0.35523509999999997
-110.4384,-198.5832,2.0,23.37557,0.3037176
-108.6415,-218.79,2.0,31.32071,0.577142
-104.4525,-244.4341,2.0,38.63662,0.48079809999999995
-87.65779,-268.6948,2.0,41.7506,-0.2830437
-59.50037,-263.4721,2.0,41.74204,0.08173326
-49.093740000000004,-235.5462,2.0,43.58187,0.5039402
-44.08105,-201.9964,2.0,48.38154,0.1880463
-19.6787,-173.5293,2.0,53.841319999999996,0.44530290000000006
5.7508919999999994,-141.428,2.0,48.54489,-4.331909
5.586591,-122.6201,2.0,18.78855,0.6109154
-4.850721,-109.6793,2.0,26.29898,0.4703354
-6.7590259999999995,-87.70905,2.0,33.63715,0.26976059999999996
-6.767303,-60.05849,2.0,40.949459999999995,0.5304764
-6.9768669999999995,-27.139290000000003,2.0,47.79214,0.482925
-7.348682000000001,10.65108,2.0,54.21799,0.4486494000000001
-16.35289,42.70494,2.0,31.25545,-3.2940440000000004
-26.02555,45.725359999999995,2.0,1.290402,0.2734153
-26.36676,41.60475,2.0,10.19853,0.2976605
-36.09155,41.27352,2.0,18.30095,0.30456120000000003
-51.35649,46.65327,2.0,25.6299,0.2456274
-72.89763,43.14894,2.0,33.29695,0.5259621999999999
-100.2987,41.451190000000004,2.0,40.561440000000005,0.24816220000000003
-132.7068,38.77257,2.0,46.44368,-0.1418171
-150.5569,22.662,2.0,19.48793,-2.642496
-148.69799999999998,19.28998,2.0,5.218596,0.641605
-143.4982,15.813670000000002,2.0,13.6447,0.5968554
-147.5575,3.9258040000000003,2.0,21.60687,0.5798786
-149.0549,-12.87455,2.0,27.30739,0.2879486
-141.9341,-33.809309999999996,3.0,8.13343,0.5338031
-143.9132,-41.96464,3.0,11.46299,-0.02713485
-150.2013,-50.29651,3.0,17.9939,-0.29847670000000004
-161.2875,-54.24326,3.0,14.31013,-0.2664719
-166.5818,-60.79708,3.0,10.546619999999999,-0.16218470000000001
-163.591,-68.05991,3.0,13.937120000000002,0.6428154
-151.718,-72.28794,3.0,21.5668,0.28752659999999997
-133.1811,-74.3651,3.0,29.15215,0.5781090999999999
-115.7958,-85.0957,3.0,25.10799,-0.2015537
-107.9421,-101.3222,3.0,29.71357,1.0060280000000001
-111.3898,-120.7307,3.0,24.08759,-0.2055978
-122.7648,-131.6116,3.0,21.52593,1.281768
-139.1923,-131.1438,3.0,22.07241,0.30103009999999997
-145.9999,-111.8743,3.0,30.30317,-0.4062383
-159.0622,-103.5517,3.0,16.51976,0.4209076
-166.7021,-115.0532,3.0,23.487579999999998,0.6152854
-169.1228,-135.2461,3.0,31.36492,0.2795453
-168.8058,-161.1143,3.0,38.58254,0.5462812
-167.0785,-192.1745,3.0,45.4535,0.49358670000000004
-163.9445,-227.9092,3.0,49.59725,-0.16883220000000002
-154.7809,-256.9858,3.0,33.65598,-1.367861
-136.0791,-253.69099999999997,3.0,27.956020000000002,0.2567026
-124.8697,-233.9741,3.0,33.4259,0.09399717
-128.4372,-207.7725,3.0,35.94157,-0.2424074
-124.0347,-183.6604,3.0,28.856279999999998,-1.096884
-109.5274,-181.7639,3.0,20.819779999999998,-0.1271267
-109.8271,-198.627,3.0,26.33124,0.211523
-104.6098,-219.9015,3.0,31.46278,-0.3329991
-106.1168,-241.2928,3.0,27.73221,0.20847889999999997
-100.4143,-264.8968,3.0,36.711059999999996,0.11483110000000002
-75.45588000000001,-269.9213,3.0,38.12048,-0.10922910000000002
-59.58736,-268.3342,3.0,11.70733,-1.028014
-56.177640000000004,-266.666,3.0,0.6464879,0.5453638000000001
-57.1907,-267.3828,3.0,0.4981137,-0.0764008
-55.91409,-266.1689,3.0,5.565767,0.16414820000000002
-52.26388,-262.5139,3.0,7.932886,0.03935225
-48.20327,-263.6567,3.0,1.501107,-0.44958059999999994
-49.34215,-261.4725,3.0,7.790602000000001,0.6021006999999999
-49.51147,-252.8519,3.0,15.94997,0.5879909999999999
-45.87611,-238.5897,3.0,23.7017,0.5422796
-43.273340000000005,-218.4569,3.0,30.96665,0.4817123
-39.558170000000004,-193.3138,3.0,37.119,0.05501582
-20.93029,-171.4636,3.0,42.11935,0.3365207
-2.912819,-154.7866,3.0,23.72253,-0.3710468
8.935402,-144.5446,3.0,18.69887,-0.3537918
11.601460000000001,-133.1075,3.0,14.18096,-0.2643188
6.181927,-121.9143,3.0,20.689410000000002,0.2690067
-3.713746,-106.9641,3.0,27.921259999999997,0.5236443000000001
-9.888966,-84.50459000000001,3.0,34.711859999999994,0.43753909999999996
-9.467547,-56.49548000000001,3.0,41.083040000000004,0.2285611
-4.679451,-23.985960000000002,3.0,45.99858,-0.6929662
-3.656569,5.165515,3.0,26.25569,-2.324687
-4.76408,14.501710000000001,3.0,3.5838339999999995,-0.09804852
-5.758768,19.756079999999997,3.0,11.78257,0.6123311
-9.468571,30.90812,3.0,19.91311,0.5393164
-22.540370000000003,41.79157,3.0,26.95115,0.2654487
-44.39085,44.73182,3.0,33.49068,0.5090401
-71.77098000000001,44.4548,3.0,40.31904,0.46771759999999996
-103.9825,42.343379999999996,3.0,46.778259999999996,0.4358815
-136.3604,37.76501,3.0,39.277,0.19040220000000002
-150.0215,17.99154,3.0,32.28781,-0.05331062
-144.0614,-6.109192,3.0,36.28423,0.482785
-144.1458,-35.22387,4.0,42.02255,-0.04405602
-154.01,-53.92579,4.0,18.88107,-0.4148129
-167.1488,-57.56012,4.0,19.03337,-0.1347729
-161.5549,-70.15590999999999,4.0,23.7496,0.4658383
-142.0906,-72.61729,4.0,30.16897,0.4123704000000001
-120.0383,-82.56496,4.0,35.9212,0.38159440000000006
-108.3171,-107.383,4.0,38.49781,-0.5195346
-122.695,-130.3728,4.0,36.9736,-0.3297481
-144.1835,-125.0214,4.0,30.20177,-0.1828112
-145.8831,-103.181,4.0,28.84559,-1.833013
-158.2677,-100.0575,4.0,19.03888,1.296096
-166.8964,-113.9967,4.0,26.30214,0.531866
-170.08,-135.987,4.0,33.599470000000004,0.5021561999999999
-168.9283,-163.2516,4.0,40.2295,0.4622634
-166.1182,-195.3431,4.0,46.66509,0.201835
-163.2915,-231.4957,4.0,46.9621,-0.6749026
-156.67,-252.6656,4.0,19.98989,-0.3360376
-142.8021,-258.1388,4.0,23.58786,0.22603910000000002
-129.5584,-247.7429,4.0,27.38018,0.44640340000000006
-125.1457,-225.1998,4.0,34.04987,0.1974646
-128.7405,-198.0366,4.0,39.61132,0.02814717
-113.6888,-176.9063,4.0,33.45524,-0.8353394000000001
-99.37422,-187.7083,4.0,23.26409,-0.1791822
-112.2303,-196.4977,4.0,23.86209,-0.1035506
-114.555,-201.5535,4.0,0.01592422,-0.03619088
-114.5548,-201.5516,4.0,0.05258948,0.2097389
-112.2521,-201.6627,4.0,5.79177,0.1833329
-109.7025,-198.5211,4.0,2.733651,-0.6037624
-109.5895,-199.4062,4.0,4.944548,0.4986643
-108.4456,-205.5778,4.0,11.93493,0.2484574
-106.2608,-216.7273,4.0,18.54766,0.4499496
-105.2592,-232.6723,4.0,24.59977,0.1997869
-104.8676,-252.9197,4.0,29.905279999999998,0.299214
-90.40746,-270.3967,4.0,32.99897,0.05536086
-65.4409,-268.7764,4.0,36.34145,0.2655532
-49.41491,-248.1742,4.0,37.11787,0.2185096
-48.238609999999994,-219.0156,4.0,41.56012,0.265117
-36.955459999999995,-188.7342,4.0,45.53474,0.1642556
-12.6075,-164.7956,4.0,45.40623,-0.27606959999999997
5.108731,-148.4262,4.0,21.91581,-0.46176000000000006
12.69042,-137.1361,4.0,15.67189,0.05770937
6.764802,-122.8963,4.0,25.221989999999998,0.4077989
-4.771746,-105.874,4.0,30.47343,0.3831994
-10.16493,-81.94104,4.0,35.64477,0.1740007
-9.310556,-53.78245,4.0,40.51008,0.3278693
-3.560668,-22.493920000000003,4.0,45.235659999999996,0.3336368
-3.157078,12.175460000000001,4.0,48.62622,-0.02271244
-13.72928,35.926790000000004,4.0,28.36004,0.331552
-34.60719,43.76874,4.0,32.867290000000004,0.3600179
-60.830630000000006,43.23273,4.0,37.997279999999996,0.18908039999999998
-90.86846,42.89179,4.0,42.8959,0.1742884
-122.4048,39.747679999999995,4.0,38.58178,-0.8095538000000001
-139.59799999999998,36.02876,4.0,15.22751,0.2283474
-147.0587,25.257620000000003,4.0,21.060229999999997,0.4219498
-147.2034,7.613865,4.0,26.77178,0.2065538
-142.7216,-13.872010000000001,4.0,32.36902,0.1873775
-143.4816,-38.66621,5.0,31.51962,-0.4095331
-157.5233,-52.857209999999995,5.0,28.10645,0.3929402
-168.4531,-65.64993,5.0,18.27327,-0.1072825
-157.2948,-69.68643,5.0,16.31287,0.5564348000000001
-141.8389,-72.60229,5.0,24.67341,0.4235788
-122.6055,-79.18436,5.0,30.18771,0.3420123
-108.2543,-97.25725,5.0,33.58978,0.1736824
-112.8828,-121.4922,5.0,32.86152,-0.1359705
-130.6157,-133.1024,5.0,26.250420000000002,-0.6649563000000001
-142.3605,-122.1598,5.0,24.84956,0.41721040000000004
-151.3162,-104.3298,5.0,29.462590000000002,-0.2552654
-165.5897,-103.9297,5.0,15.279539999999999,-0.6387695999999999
-164.8195,-116.3092,5.0,19.44419,0.7892326
-167.5096,-134.0791,5.0,30.93003,1.26744
-168.55700000000002,-163.7641,5.0,45.87587,0.3562852
-164.2968,-199.6443,5.0,51.86998,-0.26627670000000003
-164.0915,-228.7034,5.0,23.146060000000002,-0.8356186
-162.618,-243.4071,5.0,17.231289999999998,-0.4291249
-157.2339,-253.3595,5.0,16.77894,0.9531875
-142.7747,-260.1696,5.0,26.10957,0.3163134
-128.0039,-245.2982,5.0,35.28883,1.003981
-126.4884,-216.1192,5.0,40.62175,-0.6602319000000001
-128.4422,-194.1544,5.0,20.23743,-0.4619068
-122.0686,-183.5797,5.0,16.718239999999998,0.7601101
-107.1818,-185.122,5.0,24.36006,0.13158989999999998
-102.5362,-203.6109,5.0,30.8891,0.8765714
-104.4033,-229.2908,5.0,37.10202,0.07327002
-104.7671,-255.1793,5.0,31.217909999999996,-0.6206719
-90.57462,-270.5111,5.0,31.2869,0.2845616
-66.39958,-269.5135,5.0,35.17846,0.1001943
-50.73237,-249.4843,5.0,37.134240000000005,0.317212
-46.78263,-220.2576,5.0,42.00131,0.3455824
-38.21922,-188.8081,5.0,45.99033,0.15324129999999997
-14.499170000000001,-163.7397,5.0,42.67194,-3.957842
-1.04253,-154.8689,5.0,12.93017,-0.3600866
5.370145,-150.1981,5.0,8.576118,-0.28439050000000005
9.424712,-146.3339,5.0,8.994823,0.4948518
13.17387,-138.1795,5.0,15.49184,0.2238955
9.105891,-125.3335,5.0,21.462870000000002,0.41151980000000005
-1.523854,-110.7648,5.0,27.211140000000004,0.1970347
-8.788768,-89.82808,5.0,32.62952,0.4055679
-10.30552,-63.940430000000006,5.0,37.58028,0.16499560000000002
-5.041983999999999,-34.72468,5.0,42.445859999999996,0.1616079
-1.342222,-1.962419,5.0,43.90941,-1.591407
-5.344318,21.62789,5.0,15.68955,-2.905177
-8.810114,29.50266,5.0,15.134229999999999,0.4551705
-17.73763,39.4054,5.0,21.13511,0.2134846
-34.47146,44.9251,5.0,26.77252,0.20585720000000002
-56.37334,45.15679,5.0,32.3758,0.395144
